actual_tweets,final_sentiment,clean_tweets,positive_count,negative_count
RT emcsheff PMJT scheduled to appear at Halifax City Hall vigil tonight for Barho Family Global News will be live streaming the event o ,Negative,emcsheff pmjt scheduled appear halifax city vigil tonight barho family global news live streaming event,1,2
I know this is not a profound sentiment but I hope you get the chance to hug everyone you love that you can today ,Positive,profound sentiment hope chance hug love,3,0
Hi UNICEFCanada we just had someone claiming to be a part of your organization and collecting donations ring o ,Positive,unicefcanada claiming organization collecting donations,1,0
RT danahlstrand Halifax City Hall bathed in blue loghts with flags at half mast as preparations get the best underway for tonight s gathe ,Negative,danahlstrand halifax city bathed blue loghts flags half mast preparations underway tonight gathe,0,3
RT ukhtnura Subhanallah I just found out the father died as well trying to save his kids The family were refugees from Syria living in ,Negative,ukhtnura subhanallah found father died trying save kids family refugees syria living,0,3
 chronicleherald An Ironic Juxtaposition in American Leadership I don t know how to say this America but ,Negative,chronicleherald ironic juxtaposition american leadership america,1,2
 1310apinsent Bank Lobbying SCAMS Same as SNCLavelin Trudeau PAY for PLAY Scandal SPREAD the WORD 100X La ,Negative,apinsent bank lobbying scams snclavelin trudeau pay play scandal spread word x,0,4
RT ryansnoddon Maritimes Timeline Snow begins before morning for western NB amp southwest NS Arrives during the 6 9 am morning commute for ,Negative,ryansnoddon maritimes timeline snow begins morning western nb amp southwest arrives   morning commute,0,4
Good link here pertaining to the lightweight construction common throughout now All about profit profit profit at ,Negative,link pertaining lightweight construction common throughout profit profit profit,0,3
RT ColeHbrNSwx Wnd NNW 13 km h Max 59 2 km h at 06 18 Dry T 8 5C Chill 14C H 7 4C L 13 9C Rn24h 0 0 mm DP 17 6C Hum 48 Ba ,Negative,colehbrnswx wnd nnw  km max   km   dry  c chill c  c  c rnh   mm dp  c hum ,0,3
RT JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur ,Negative,justintrudeau words fail children soon especially circumstances heart goes,0,4
New Tweet Halifax,Negative,tweet halifax,0,1
 awudrick kris sims Well he also told CTV Halifax Steve Murphy the budget will balance itself and I guess in a ,Negative,awudrick kris sims told ctv halifax steve murphy budget balance guess,0,1
RT Laker PatHealey We ve put out our Bears4BarhoChildren in EnfieldNS Please do it to show support Halifax spryfieldstrong BarhoFami ,Neutral,laker pathealey bearsbarhochildren enfieldns please support halifax spryfieldstrong barhofami,4,4
RT CBCAlerts PM Justin Trudeau to attend Halifax community gathering in support of the Syrian family who lost 7 children in N S house fi ,Negative,cbcalerts pm justin trudeau attend halifax community gathering support syrian family lost  children house,2,3
RT globalhalifax BREAKING Prime Minister Justin Trudeau is set to attend a community gathering after a fatal house fire in Halifax https ,Negative,globalhalifax breaking prime minister justin trudeau set attend community gathering fatal house fire halifax https,1,7
 chronicleherald An Ironic Juxtaposition in American Leadership I don t know how to say this America but ,Negative,chronicleherald ironic juxtaposition american leadership america,1,2
 Canuck6227 manny ottawa Puglaas JustinTrudeau rcmpgrcpolice CIEC CCIE JusticeCanadaEN globeandmail ,Negative,canuck manny ottawa puglaas justintrudeau rcmpgrcpolice ciec ccie justicecanadaen globeandmail,0,3
People urged to leave stuffed animals on porches for 7 victims of Halifax fire CBC News ,Negative,people urged leave stuffed animals porches  victims halifax fire cbc news,0,2
please stream Halifax,Negative,please stream halifax,1,3
RT Brett CBC BREAKING Prime Minister Justin Trudeau will attend a vigil in downtown Halifax tonight to remember the 7 Syrian refugee ch ,Negative,brett cbc breaking prime minister justin trudeau attend vigil downtown halifax tonight remember  syrian refugee,0,4
REGION 2C BOYS Radford s semifinal vs Gretna will be Friday at Salem High School at 6 p m Martinsville will play ,Negative,region c boys radford semifinal vs gretna friday salem school  martinsville play,0,1
We are so close to adding breakout by KateMessner to our school library Please support Halifax Elementary School ,Negative,close adding breakout katemessner school library please support halifax elementary school,2,8
RT JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur ,Negative,justintrudeau words fail children soon especially circumstances heart goes,0,4
RT globalhalifax Updated Police say they ve arrested a 15 year old male in relation to the incident An imitation handgun was reportedly ,Negative,globalhalifax updated police arrested  male relation incident imitation handgun reportedly,1,2
Please follow the twitter page for our new dessert restaurant in Halifax Opening in mid March ,Negative,please follow twitter page dessert restaurant halifax mid march,1,5
RT firebethfox Halifax peeps Are you starting a new business in NovaScotia Have you recently registered a Sole Prop Partnership Got 1 ,Negative,firebethfox halifax peeps starting business novascotia recently registered sole prop partnership ,0,3
This promises to be a superb event ,Positive,promises superb event,4,1
RT emcsheff PMJT scheduled to appear at Halifax City Hall vigil tonight for Barho Family Global News will be live streaming the event o ,Negative,emcsheff pmjt scheduled appear halifax city vigil tonight barho family global news live streaming event,1,2
RT UNHCRCanada Our sympathy goes out to the city of Halifax and those affected by the Halifax house fire We are deeply saddened to learn ,Negative,unhcrcanada sympathy goes city halifax affected halifax house fire deeply saddened learn,0,4
RT NSBS There s an upcoming Halifax District Election Six practising lawyers will be vying for the four Halifax District seats on Counc ,Negative,nsbs upcoming halifax district election six practising lawyers vying halifax district seats counc,0,4
new stream Halifax,Negative,stream halifax,0,1
RT WarringtonRLFC1 A look back at this unbelievable try by jonathan davies at thrum hall vs halifax The way he fakes the kick and puts t ,Negative,warringtonrlfc look unbelievable try jonathan davies thrum vs halifax fakes kick,1,5
RT LeedsIndieFood Who s ready for the return of the UK s biggest food festival ChowDown is back this summer ThePieceHall Huge thank ,Neutral,leedsindiefood return uk biggest food festival chowdown summer thepiecehall huge thank,2,2
RT emcsheff PMJT scheduled to appear at Halifax City Hall vigil tonight for Barho Family Global News will be live streaming the event o ,Negative,emcsheff pmjt scheduled appear halifax city vigil tonight barho family global news live streaming event,1,2
RT WarringtonRLFC1 A look back at this unbelievable try by jonathan davies at thrum hall vs halifax The way he fakes the kick and puts t ,Negative,warringtonrlfc look unbelievable try jonathan davies thrum vs halifax fakes kick,1,5
RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Negative,boonaamohammed syrian refugee family halifax canada died house fire except mom please pray support,2,6
RT Brett CBC BREAKING Prime Minister Justin Trudeau will attend a vigil in downtown Halifax tonight to remember the 7 Syrian refugee ch ,Negative,brett cbc breaking prime minister justin trudeau attend vigil downtown halifax tonight remember  syrian refugee,0,4
Are Halifax staying up 100 Halifacts ,Negative,halifax staying  halifacts,0,1
RT Kirk1977 Do you work in sexual health harm reduction or other STBBI work in near near Halifax CPHA ACSP amp YYCsexualhealth presen ,Negative,kirk sexual health harm reduction stbbi near near halifax cpha acsp amp yycsexualhealth,1,3
 JacquiKJanes CONDESCENDANT OnTheGoCBC ChillyWhillyNL oneillyatescbc bobhallett crookedtownie AndywellsWells ,Negative,jacquikjanes condescendant onthegocbc chillywhillynl oneillyatescbc bobhallett crookedtownie andywellswells,1,5
RT MSOFG SM Indeed no words can express true sentiments Our prayers for all the loved one May almighty gives them a lot of patience htt ,Positive,msofg indeed words express true sentiments prayers loved almighty lot patience htt,4,1
RT Duno24 The Halifax Multicultural Drummers have arrived africanheritagemonth HRCE NS CHHCouncil ,Neutral,duno halifax multicultural drummers arrived africanheritagemonth hrce chhcouncil,1,1
 JennGregoryDotC He was already scheduled to be in Halifax but this is still great ,Neutral,jenngregorydotc scheduled halifax,1,1
RT WarringtonRLFC1 A look back at this unbelievable try by jonathan davies at thrum hall vs halifax The way he fakes the kick and puts t ,Negative,warringtonrlfc look unbelievable try jonathan davies thrum vs halifax fakes kick,1,5
RT Timesland REGION 2C BOYS Radford s semifinal vs Gretna will be Friday at Salem High School at 6 p m Martinsville will play Dan Rive ,Negative,timesland region c boys radford semifinal vs gretna friday salem school  martinsville play dan rive,0,1
Save the date September 8 11 2018 Halifax NS ciphi2019 CIPHI2019 ehfcca CIPHI BC CIPHI AB CIPHI SK ,Negative,save date september    halifax ciphi ciphi ehfcca ciphi bc ciphi ciphi,0,1
This feels like an attempt to take attention away from SNC Lavalin ,Positive,feels attempt attention snc lavalin,1,0
RT RhondaBrown5 A community tribute to seven children killed in the fire in Spryfield is quickly gaining traction I have a feeling that ,Positive,rhondabrown community tribute seven children killed fire spryfield quickly gaining traction feeling,5,4
RT NSLAE This program is a great opportunity for employers to grow their businesses by employing apprentices like Cassandra Pellerine a ,Neutral,nslae program opportunity employers grow businesses employing apprentices cassandra pellerine,2,2
Excited to welcome our S47 SHLHockey draftees to Halifax Parmborg Laraque Zavala Johnson Reece and Krisp Hap ,Positive,excited welcome s shlhockey draftees halifax parmborg laraque zavala johnson reece krisp,3,1
